[时间]:2022-04-29 10:59:00,238-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer a3ca7b79-eb7d-4f12-adf3-99474d5946ee】
[时间]:2022-04-29 13:11:13,439-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'code': 1, 'msg': '成功', 'data': {'total': 21, 'list': [{'id': '2647c6a184634f10b3b85fa95126fcd8', 'name': 'wwwwww', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:31:41', 'updateTime': '2022-04-27 08:38:03', 'taskRunNum': 5, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 03:07:33'}, {'id': '0e15ed7ac50c49f795275d315f686f9d', 'name': 'task-write-read', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:08:45', 'updateTime': '2022-04-27 08:08:45', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:09:13'}, {'id': '208352c657854b5ba348804019f7d9ab', 'name': 'image-params-test-001', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:06:18', 'updateTime': '2022-04-27 08:06:18', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:06:36'}, {'id': 'ab7bd12c587847a287ffc0c1a3e54d12', 'name': 'wweeee', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:26:12', 'updateTime': '2022-04-26 10:26:12', 'taskRunNum': 1, 'lastRunStatus': 'TaskRunTimeout', 'lastRunTime': '2022-04-26 10:26:20'}, {'id': 'b997f1eabcfe4a0d8c887c35bb610739', 'name': 'image-params-test', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 09:58:38', 'updateTime': '2022-04-26 10:10:03', 'taskRunNum': 4, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 02:04:05'}, {'id': '5c20f010171049a4b089d029ba3f7a9a', 'name': 'wwwwuuu', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': None, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 09:06:16', 'updateTime': '2022-04-26 09:06:16', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '09a9e6412a3447459bdedccc878b7953', 'name': 'image-build', 'category': 'wq', 'labels': {'category': 'wq'}, 'createUser': 221, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 08:42:17', 'updateTime': '2022-04-26 08:42:17', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '29dd03dbc4014649a115c74f8661cb23', 'name': 'ss1', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:23:21', 'updateTime': '2022-04-26 07:23:21', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '00e535f2c0074a5aa59eec098a2c02f9', 'name': 'dasd', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5643, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:01:11', 'updateTime': '2022-04-26 07:01:11', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '68858855538541f8a72849dcd949f536', 'name': 'demo-02', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 06:25:30', 'updateTime': '2022-04-26 06:43:47', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-26 06:44:30'}]}}】
[时间]:2022-04-29 13:11:13,443-[级别]:INFO-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【successes】】
[时间]:2022-04-29 13:11:13,443-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:11:15,833-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:15,843-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:15,849-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:15,855-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:15,862-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:15,868-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:15,872-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:11:15,872-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:11:15,872-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:11:15,873-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:11:15,873-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer 420e9283-f413-4b44-a383-e915f8d33fc0'}】
[时间]:2022-04-29 13:11:16,170-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:16,177-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:16,182-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:16,187-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:16,194-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:16,200-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:16,205-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【start】
[时间]:2022-04-29 13:11:16,205-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:11:16,205-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/task/list】
[时间]:2022-04-29 13:11:16,205-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:11:16,205-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer 420e9283-f413-4b44-a383-e915f8d33fc0'}】
[时间]:2022-04-29 13:11:16,485-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'code': 1, 'msg': '成功', 'data': {'total': 21, 'list': [{'id': '2647c6a184634f10b3b85fa95126fcd8', 'name': 'wwwwww', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:31:41', 'updateTime': '2022-04-27 08:38:03', 'taskRunNum': 5, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 03:07:33'}, {'id': '0e15ed7ac50c49f795275d315f686f9d', 'name': 'task-write-read', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:08:45', 'updateTime': '2022-04-27 08:08:45', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:09:13'}, {'id': '208352c657854b5ba348804019f7d9ab', 'name': 'image-params-test-001', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:06:18', 'updateTime': '2022-04-27 08:06:18', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:06:36'}, {'id': 'ab7bd12c587847a287ffc0c1a3e54d12', 'name': 'wweeee', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:26:12', 'updateTime': '2022-04-26 10:26:12', 'taskRunNum': 1, 'lastRunStatus': 'TaskRunTimeout', 'lastRunTime': '2022-04-26 10:26:20'}, {'id': 'b997f1eabcfe4a0d8c887c35bb610739', 'name': 'image-params-test', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 09:58:38', 'updateTime': '2022-04-26 10:10:03', 'taskRunNum': 4, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 02:04:05'}, {'id': '5c20f010171049a4b089d029ba3f7a9a', 'name': 'wwwwuuu', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': None, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 09:06:16', 'updateTime': '2022-04-26 09:06:16', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '09a9e6412a3447459bdedccc878b7953', 'name': 'image-build', 'category': 'wq', 'labels': {'category': 'wq'}, 'createUser': 221, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 08:42:17', 'updateTime': '2022-04-26 08:42:17', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '29dd03dbc4014649a115c74f8661cb23', 'name': 'ss1', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:23:21', 'updateTime': '2022-04-26 07:23:21', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '00e535f2c0074a5aa59eec098a2c02f9', 'name': 'dasd', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5643, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:01:11', 'updateTime': '2022-04-26 07:01:11', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '68858855538541f8a72849dcd949f536', 'name': 'demo-02', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 06:25:30', 'updateTime': '2022-04-26 06:43:47', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-26 06:44:30'}]}}】
[时间]:2022-04-29 13:11:16,486-[级别]:INFO-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【successes】】
[时间]:2022-04-29 13:11:16,486-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:11:17,024-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'code': 1, 'msg': '成功', 'data': {'total': 21, 'list': [{'id': '2647c6a184634f10b3b85fa95126fcd8', 'name': 'wwwwww', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:31:41', 'updateTime': '2022-04-27 08:38:03', 'taskRunNum': 5, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 03:07:33'}, {'id': '0e15ed7ac50c49f795275d315f686f9d', 'name': 'task-write-read', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:08:45', 'updateTime': '2022-04-27 08:08:45', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:09:13'}, {'id': '208352c657854b5ba348804019f7d9ab', 'name': 'image-params-test-001', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-27 08:06:18', 'updateTime': '2022-04-27 08:06:18', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 08:06:36'}, {'id': 'ab7bd12c587847a287ffc0c1a3e54d12', 'name': 'wweeee', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5570, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 10:26:12', 'updateTime': '2022-04-26 10:26:12', 'taskRunNum': 1, 'lastRunStatus': 'TaskRunTimeout', 'lastRunTime': '2022-04-26 10:26:20'}, {'id': 'b997f1eabcfe4a0d8c887c35bb610739', 'name': 'image-params-test', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 09:58:38', 'updateTime': '2022-04-26 10:10:03', 'taskRunNum': 4, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 02:04:05'}, {'id': '5c20f010171049a4b089d029ba3f7a9a', 'name': 'wwwwuuu', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': None, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 09:06:16', 'updateTime': '2022-04-26 09:06:16', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '09a9e6412a3447459bdedccc878b7953', 'name': 'image-build', 'category': 'wq', 'labels': {'category': 'wq'}, 'createUser': 221, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 08:42:17', 'updateTime': '2022-04-26 08:42:17', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '29dd03dbc4014649a115c74f8661cb23', 'name': 'ss1', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:23:21', 'updateTime': '2022-04-26 07:23:21', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '00e535f2c0074a5aa59eec098a2c02f9', 'name': 'dasd', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5643, 'createType': 'general', 'tenantId': 1, 'createTime': '2022-04-26 07:01:11', 'updateTime': '2022-04-26 07:01:11', 'taskRunNum': 0, 'lastRunStatus': None, 'lastRunTime': None}, {'id': '68858855538541f8a72849dcd949f536', 'name': 'demo-02', 'category': 'demo', 'labels': {'category': 'demo'}, 'createUser': 5627, 'createType': 'professional', 'tenantId': 1, 'createTime': '2022-04-26 06:25:30', 'updateTime': '2022-04-26 06:43:47', 'taskRunNum': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-26 06:44:30'}]}}】
[时间]:2022-04-29 13:11:17,028-[级别]:INFO-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【successes】】
[时间]:2022-04-29 13:11:17,028-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：task列表页查询】===============>> 【end】

[时间]:2022-04-29 13:11:18,649-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:18,655-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:18,661-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:18,667-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:18,673-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:18,679-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:18,684-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【start】
[时间]:2022-04-29 13:11:18,684-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口类型: GET】
[时间]:2022-04-29 13:11:18,684-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口路径: http://10.0.34.13:10007/kube/v1/api/tekton/pipeline】
[时间]:2022-04-29 13:11:18,684-[级别]:INFO-[文件]:locust_demo.py-[信息]:【接口数据: {'pageNo': 1, 'pageSize': 10, 'name': 'zt'}】
[时间]:2022-04-29 13:11:18,684-[级别]:INFO-[文件]:locust_demo.py-[信息]:【请求头: {'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36', 'Content-Type': 'application/json;charset=UTF-8', 'Authorization': 'Bearer 420e9283-f413-4b44-a383-e915f8d33fc0'}】
[时间]:2022-04-29 13:11:18,788-[级别]:INFO-[文件]:locust_demo.py-[信息]:【响应内容{'code': 1, 'msg': '成功', 'data': {'total': 18, 'list': [{'id': '5cda615c26464c00895185e012208257', 'name': 'demo-pipeline', 'category': 'demo', 'labels': {'category': 'demo'}, 'namespace': 'default', 'description': '', 'template': None, 'dag': None, 'published': True, 'runNumberOfTimes': 4, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-28 02:04:05', 'tenantId': 1, 'createUser': 5627, 'createType': 'professional', 'createTime': None, 'updateTime': '2022-04-27 08:21:43'}, {'id': '3ff47856eda2422a82f9358d5b73e463', 'name': 'ssswwwwss', 'category': 'demo', 'labels': {'category': 'demo'}, 'namespace': 'default', 'description': '', 'template': None, 'dag': None, 'published': True, 'runNumberOfTimes': 0, 'lastRunStatus': None, 'lastRunTime': None, 'tenantId': 1, 'createUser': None, 'createType': 'general', 'createTime': '2022-04-27 07:14:38', 'updateTime': '2022-04-27 07:14:38'}, {'id': 'ba7bffa85a2a47c9ac15f6cf0181de72', 'name': 'sssss', 'category': 'demo', 'labels': {'category': 'demo'}, 'namespace': 'default', 'description': '', 'template': None, 'dag': None, 'published': True, 'runNumberOfTimes': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-27 07:48:10', 'tenantId': 1, 'createUser': None, 'createType': 'general', 'createTime': '2022-04-27 06:56:41', 'updateTime': '2022-04-27 06:56:41'}, {'id': 'cccfdcf7e9104a8f99a22b203aaa42fb', 'name': 'zt-test-form-03', 'category': 'pipeline-group', 'labels': {'category': 'pipeline-group'}, 'namespace': 'default', 'description': 'pipeline-description', 'template': None, 'dag': None, 'published': True, 'runNumberOfTimes': 0, 'lastRunStatus': None, 'lastRunTime': None, 'tenantId': 1, 'createUser': 5643, 'createType': 'general', 'createTime': '2022-04-26 08:44:35', 'updateTime': '2022-04-26 08:44:35'}, {'id': '87b9b02c71594d97bcd3d35fa48d0daa', 'name': 'wwwwww', 'category': 'demo', 'labels': {'category': 'demo'}, 'namespace': 'default', 'description': '', 'template': None, 'dag': None, 'published': True, 'runNumberOfTimes': 1, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-26 07:46:55', 'tenantId': 1, 'createUser': 5570, 'createType': 'general', 'createTime': '2022-04-26 07:46:41', 'updateTime': '2022-04-26 07:46:41'}, {'id': '34efabb961324f64bd52744f07278d54', 'name': 'pipe-demo01', 'category': 'demo', 'labels': {'category': 'demo'}, 'namespace': 'default', 'description': '', 'template': None, 'dag': None, 'published': True, 'runNumberOfTimes': 0, 'lastRunStatus': None, 'lastRunTime': None, 'tenantId': 1, 'createUser': 5627, 'createType': 'general', 'createTime': '2022-04-26 06:54:15', 'updateTime': '2022-04-26 06:54:15'}, {'id': '646461ac9c0f4893beff6080d1dc07ee', 'name': 'zt-pipeline-code-02', 'category': 'pipeline-code', 'labels': {'category': 'pipeline-code'}, 'namespace': 'default', 'description': 'pipeline-description', 'template': None, 'dag': None, 'published': True, 'runNumberOfTimes': 2, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-26 06:19:34', 'tenantId': 1, 'createUser': 5643, 'createType': 'professional', 'createTime': '2022-04-26 06:17:33', 'updateTime': '2022-04-26 06:17:33'}, {'id': '81dafc2707dc43be8d70aea08840ae66', 'name': 'zt-pipeline-form-02', 'category': 'pipeline-form', 'labels': {'category': 'pipeline-form'}, 'namespace': 'default', 'description': 'pipeline-description', 'template': None, 'dag': None, 'published': True, 'runNumberOfTimes': 2, 'lastRunStatus': 'Succeeded', 'lastRunTime': '2022-04-26 06:12:39', 'tenantId': 1, 'createUser': 5643, 'createType': 'general', 'createTime': '2022-04-26 06:08:39', 'updateTime': '2022-04-26 06:08:39'}, {'id': '04b5783c1bf84a388ef3f4acb9072a46', 'name': 'zt-pipeline-form', 'category': 'pipeline-form', 'labels': {'category': 'pipeline-form'}, 'namespace': 'default', 'description': 'pipeline-description', 'template': None, 'dag': None, 'published': True, 'runNumberOfTimes': 0, 'lastRunStatus': None, 'lastRunTime': None, 'tenantId': 1, 'createUser': 5643, 'createType': 'general', 'createTime': '2022-04-26 05:41:33', 'updateTime': '2022-04-26 05:41:33'}, {'id': '9868d04ca19e4ef99a30ae998b65af12', 'name': 'zt-pipeline-form-01', 'category': 'zt-pipeline-form', 'labels': {'category': 'zt-pipeline-form'}, 'namespace': 'default', 'description': 'pipeline-description', 'template': None, 'dag': None, 'published': True, 'runNumberOfTimes': 0, 'lastRunStatus': None, 'lastRunTime': None, 'tenantId': 1, 'createUser': 5643, 'createType': 'general', 'createTime': None, 'updateTime': '2022-04-26 03:33:07'}]}}】
[时间]:2022-04-29 13:11:18,793-[级别]:INFO-[文件]:locust_demo.py-[信息]:【断言【msg 预期 成功】==>【successes】】
[时间]:2022-04-29 13:11:18,793-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【end】

[时间]:2022-04-29 13:11:19,623-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:19,630-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:19,635-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:19,641-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:19,647-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:19,653-[级别]:INFO-[文件]:api_tool_headers.py-[信息]:【读取token成功：Bearer 420e9283-f413-4b44-a383-e915f8d33fc0】
[时间]:2022-04-29 13:11:19,658-[级别]:INFO-[文件]:locust_demo.py-[信息]:【测试接口名称：pipeline列表页查询】===============>> 【start】
